CÓDIGO;RUBRICA;ABATE TETO C.F.ATÉ JAN2004;ABATE TETO C.F. A PARTIR FEV2004
03383;AO 880000256-0 AD.TEMP.SERV AP;X;X
03384;AO 890003472-3  26,05% ATI;X;X
03385;AO 890003472-3  26,05% APO;X;X
03386;AO 9011237-0 16,19% ATIVO;X;X
03387;AO 9011237-0 16,19% APOSENTADO;X;X
03388;MS 9118903-0 AB.TETO ATIVO;X;X
03389;MS 9118903-3  AB. TETO APOSEN;X;X
03390;AO 674-G/88 12 REFER. ATIVO;X;X
03391;AO 674-G/88 12 REFER. APOSENT;X;X
03392;MS 945651-6 AB.TETO ATIVO;X;X
03393;MS 940005651-6 AB. TETO APOSEN;X;X
03394;AC 944322-8 28,86% ATIVO;X;X
03395;AC 944322-8 28,86% APOSENTADO;X;X
03396;AO 90746-1  26,05% ATIVO;X;X
03397;AO 90746-1  26,05% APOSE;X;X
03398;AO 9313138-9 - 28,86% ATIVO;X;X
03399;AO 898350-3 AD.TEM.SERV ATIVO;X;X
03400;AO 898350-3 AD.TEMP.SERV APOSE;X;X
03401;MS 9129445-4 AB. TETO ATIVO;X;X
03402;MS 9129445-4 AB. TETO APOSENT;X;X
03403;AO 9102853-3 26,05% ATIVO;X;X
03404;AO 9102853-3 26,05% APOSEN;X;X
03405;CS 2420-PC/92 URP/26,05% ATIVO;X;X
03406;CS 2420 PC/92 URP 26,05% APOSE;X;X
03407;MS 9100282502 AB. TETO ATIVO;X;X
03408;MS 910028250-2 AB.TETO APOSENT;X;X
03409;AO 9010575-7 26,05% ATIVO;X;X
03410;AO 9010575-7 26,05% APOS;X;X
03411;RT 1183/89 26,05% ATIVO;X;X
03412;RT 1183/89  26,05% APOSENT;X;X
03413;AO 93653-3  26,05% ATI;X;X
03414;AO 930000653-3  26,05% APO;X;X
03415;MS 9114273-5  AB.TETO ATIVO;X;X
03416;MS 9114273-5 AB. TETO APOS;X;X
03417;AO 9111866-4  26,05% ATIVO;X;X
03418;AO 9111866-4  26,05% APOSEN;X;X
03419;AO 901671-1 26,05% ATIVO;X;X
03420;AO 901671-1 26,05% APOSEN;X;X
03421;MS 9110829-4 AB. TETO ATIVO;X;X
03422;MS 9110829-4 AB.TETO APOSENT;X;X
03423;MS 9122808-7 AB.TETO_ATIVO;X;X
03424;MS 9122808-7 AB. TETO APOSENT;X;X
03425;AO 90935-9  26,05% ATIVO;X;X
03426;AO 900000935-9  26,05% APOS;X;X
03427;MS 925215-0 AB.TETO ATIVO;X;X
03428;MS 925215-0 AB. TETO APOSE;X;X
03429;AO 901672-0 26,05% ATIVO;X;X
03430;AO 900001672-0 26,05% APO;X;X
03431;AO 9115505-5 84,32% R.S. ATIVO;X;X
03432;AO 9115505-5 84,32 R.S. APOSEN;X;X
03433;MS 910029272-9 AB. TETO ATIVO;X;X
03434;MS 910029272-9 AB. TETO APOSE;X;X
03435;AO 914421-0 84,32% R.S ATIVO;X;X
03436;AO 914421-0 84,32% R.S APOS;X;X
03437;AO 909434-8 84,32% ATIVO;X;X
03438;AO 909434-8 84,32% APOSENTADO;X;X
03439;RT 59 A 63/92 84,32%_ATIVO;X;X
03440;RT 59 A 63/92 84,32% APOSENTA;X;X
03441;AO 9125996-9 26,05% ATIVO;X;X
03442;AO 9125996-9 26,05% APOSEN;X;X
03443;MS 9115175-0 AB.TETO ATIVO;X;X
03444;MS 9115175-0 AB.TETO APOSENT;X;X
03445;AO 892734-4 REAJ DEC2355/85;X;X
03446;AO 89002734-4 REAJ.DEC2355/85;X;X
03447;MS 910029916-2 AB.TETO ATIVO;X;X
03448;MS 910029916-2 AB.TETO APOSENT;X;X
03449;RT 8618762-1 H.EXTRA ATIVO;X;X
03450;RT 8618762-1 H.EXTRA APOSENTA;X;X
03451;MS 9126358-3 AB.TETO ATIVO;X;X
03452;MS 9126358-3 AB.TETO APOSENT;X;X
03453;AS 8523071-1 12 REFER. ATIVO;X;X
03454;AS 8523071-1 12 REFER. APOSEN;X;X
03455;MS 9115175-0 AB. TETO ATIVO;X;X
03456;MS 9115175-0 AB.TETO APOSENT;X;X
03457;MS 925661-0 AB.TETO ATIVO;X;X
03458;MS 925661-0 AB.TETO APOSENTADO;X;X
03459;AO 9115685-0 84,32% ATIVO;X;X
03460;AO 9115685-0 84,32% APOSENTADO;X;X
03461;RT 1263/91 84,32% ATIVO;X;X
03462;RT 1263/91 84,32% APOSENTADO;X;X
03463;AO 935253-5 26,05% ATIVO;X;X
03464;AO 935253-5 26,05% APOSENTADO;X;X
03465;MS 922372-0 AB.TETO ATIVO;X;X
03466;MS 920002372-0 AB.TETO APOSENT;X;X
03467;AO 90752-6 26,05% ATIVO;X;X
03468;AO 900000752-6 26,05% APOSE;X;X
03469;MS 9129223-0 AB.TETO_ATIVO;X;X
03470;MS 91292230 AB.TETO APOENTADO;X;X
03471;AC 943868-2 6% SEG.SOC.ATIVO;X;X
03472;AC 943868-2 6% SEG.SOC. APOS;X;X
03473;AO 90861-1 26,05% ATIVO;X;X
03474;AO 90861-1 26,05 APOSENT;X;X
03475;AO 9110454-0 26,05% ATIVO;X;X
03476;AO 9110454-0 26,05% APOSENTADO;X;X
03477;AO 93000493-0  26,05 ATIVO;X;X
03478;AO 93000493-0  26,05% APOSENT;X;X
03479;AO I-1214/90 84,32% ATIVO;X;X
03480;AO 1214/90 84,32 ATIVO;X;X
03481;AT 183018905_8   V.I 80% ATIVO;X;X
03482;AT 183018905_8   VI 80% APOSEN;X;X
03483;AT 35878-91-06-2.VP51,26% AT;X;X
03484;AT 35878-91-06-2 VP51,265 APO;X;X
03485;AT 502/91 VI 80% ATIVO;X;X
03486;AT 502/91-VI 80% APOSENTADO;X;X
03487;AT 14112-91-04-0 VANT.IND.ATIV;X;X
03488;AT 14112-91-04-0-VANT.IND.APOS;X;X
03489;AT 7826-90-06-8 VAN.IND.80% AT;X;X
03490;AT 7826-90-06-8 VAN.IND.80% AP;X;X
03491;AT 182458901-5   GI 80% ATIVO;X;X
03492;AT 182458901-5   GI 80% APOSEN;X;X
03493;RT 18271-89-03-4 V.IND 80% ATI;X;X
03494;AT 18271-89-03-4 V.IND 80% APO;X;X
03495;AT 6783-90-02-9 V.IND. 80% ATI;X;X
03496;AT 6783-90-02-9 V.IND 80% APO;X;X
03497;AT 11873-91-06-6 V.PES.80% AT;X;X
03498;AT 11873-91-06-6 V.PES.80% APO;X;X
03499;AT 10746-90-05-0 V.IND.80% AT;X;X
03500;AT 107469005-0   V.IND.80% APO;X;X
03501;RT 885/89 PCCS - ATIVO;X;X
03502;RT 885/89 PCCS APOSENTADO;X;X
03503;AO 911766-3 84,32% ATIVO;X;X
03504;AO 911766-3 84,32% APOSENTADO;X;X
03505;AO 91506271-3 QUINTOS ATIVO;;X
03506;AO 91506271-3 QUINTOS APOSENT;;X
03507;RT 2422/90 4JCJ/RJ 20%;X;X
03508;RT 1867/92-03-04-26,05% ATIVO;X;X
03509;RT 1867/92-03-04-26,05% ATIVO;X;X
03510;RT 1867/92-03-04-26,05% APOSE;X;X
03511;RT 1867/92-03-04-84,32% ATIVO;X;X
03512;RT 1867/92-03-04-84,32% APOS;X;X
03513;RT 1996/92-03-3-26,05% ATIVO;X;X
03514;RT 1996/92-03-3-26,05% APOSENT;X;X
03515;RT 1996/92-03-3 26,06% ATIVO;X;X
03516;RT 1996/92-03-3 26,06% APOSENT;X;X
03517;RT 1996/92-03-3-84,32% ATIVO;X;X
03518;.T 1996/92-03-3-84,32% APOSENT;X;X
03519;RT 1788/2090-1544/1581/90 25,0;X;X
03520;RT 1788/2090-1544/1581/90 26,0;X;X
03521;MS 927221-6-COMPL.SAL DNOS AT;X;X
03522;MS 927221-6-COMPL.SAL.DNOS AP;X;X
03523;AO 898350-5.A.T.SERV.QUINQ.AT;X;X
03524;AO 898350-5 A.T.SERV.QUINQ.AP;X;X
03525;AO 882560 AD.TEM.SERV.ATIVO;X;X
03526;AO 882560-AD.TEM.SERV.APOSEN.;X;X
03527;AO 7358.911 AD.TEM.SERV.ATIVO;X;X
03528;AO 7358.911 AD.TEM.SERV.APOSEN;X;X
03529;AO 9114304-9 26,05% ATIVO;X;X
03530;AO 9114304-9 26,05% APOSENTADO;X;X
03531;AO 893472-3 26,05% ATIVO;X;X
03532;AO 893472.3 26,05% APOSENT;X;X
03533;RT 2038 - 12 REFEREN.ATIVO;X;X
03534;RT 2038 -12 REFEREN.APOSEENT.;X;X
03535;AO 8818599 12 REFEREN. ATIVO;X;X
03536;AO 8818599 -12 REFEREN.APOSEN;X;X
03537;RT 2718/89 60% ATIVO;X;X
03538;RT 2718/89 60% APOSENT;X;X
03539;RT 114/90 26,05% ATIVO;X;X
03540;RT 114/90 26,05% APOSENTADO;X;X
03541;RT 951/90 12 REFERENCIAS ATIVO;X;X
03542;RT 951/90 12 REFERENCIAS APOSE;X;X
03543;RT 371/90 26,06% ATIVO;X;X
03544;RT 371/90 26,06% APOSENTADO;X;X
03545;RT 881/90 60% ATIVO;X;X
03546;RT 881/90 60% APOSENTADO;X;X
03547;RT 2251/89 2JCJ/RJ 26,05% AT;X;X
03548;RT 2251/89 2JCJ/RJ 26,05% AP;X;X
03549;RT 774392-0 80% ATIVO;X;X
03550;RT 774392-0 80% APOSENTADO;X;X
03551;RT 1112/89 - V.P. REPOS. ATIVO;X;X
03552;RT 1112/89 - V.P. REPOS. APOS.;X;X
03553;RT 1941/89 26,05% ATIVO;X;X
03554;RT 1941/89 - 26,05% APOSENT;X;X
03555;AO 92.5349-1 26,05% ATIVO;X;X
03556;AO 92.5349-1- 26,05% APOSENT;X;X
03557;RT 2277/89 IND.VAR.REP.ATIVO;X;X
03558;RT 2277/89 IND.VAR.REP. APOSEN;X;X
03559;AO 904708-0  26,05% ATIVO;X;X
03560;AO 904708-0  26,05% APOSENTADO;X;X
03561;RT 27/90 26,05% ATIVO;X;X
03562;RT 27/90 26,05% APOSENTADO;X;X
03563;RT 9627/90 26,05% ATIVO;X;X
03564;RT 9627/90 26,05% APOSENTADO;X;X
03565;AT 319/91 84,32% ATIVO;X;X
03566;AT 319/91 84,32% APOSENTADO;X;X
03567;AC 946412-8 TETO ATIVO;X;X
03568;AC 946412-8 TETO APOSENTADO;X;X
03569;RT 53901337-01  26,05% ATIV;X;X
03570;RT 53901337-01 26,05% APOSE;X;X
03571;RT1292 E 1293/90 84,32% ATIVO;X;X
03572;RT 1292 E 1293/90 84,32% APOS.;X;X
03573;RT 2595/91 -84,32% ATIVO;X;X
03574;RT 2595/91 84,32% APOSENTADO;X;X
03575;RT 2939/91 84,32% ATIVO;X;X
03576;RT 2939/91 84,32% APOSENTADO;X;X
03577;AT 004901365-01 RX 40% ATIVO;X;X
03578;AT 004901365-01-RX 40% APOSENT;X;X
03579;RT-0934/91 -26,06% IPC ATIVO;X;X
03580;RT-0934/91 26,06% IPC APOSENT;X;X
03581;RA 12960 AD. ISAL.ATIVO;X;X
03582;RA 12960 AD. ISAL. APOSENTADO;X;X
03583;RT 052911439-01 26,05% ATIVO;X;X
03584;RT 052911439-01 26,05% APOSENT;X;X
03585;RT 052911489-01 26,05% ATIVO;X;X
03586;RT 052911489-01 26,05% APOSENT;X;X
03587;RT 051011487-01 26,05% ATIVO;X;X
03588;RT 051011487-01 26,05% APOSEN;X;X
03589;RT 051980500-01 ENQ.ATIVO;X;X
03590;RT 051980500-01 ENQ. APOSENT;X;X
03591;RT 051910861-01 26,05% ATIVO;X;X
03592;RT 051910861-01 26,05% APOSEN;X;X
03593;RT 053910389-01  DVL DS AT;X;X
03594;RT 053910389-01  DVLDS  APOS;X;X
03595;RT 052891124-01 ENQ. ATIVO;X;X
03596;RT 052891124-01 ENQ. APOSENT;X;X
03597;MS 9213769-5 INC.Q. ATIVO;X;X
03598;MS 9213769-5 IC.Q.APOSEN;X;X
03599;RT 051920967-01 ISO ATIVO;X;X
03600;RT 051920967-01 ISO.APOSEN;X;X
03601;RT 053930518-01 26,05% ATIVO;X;X
03602;RT 053930518-01 26,05% APOSE;X;X
03603;RT 051900880-01 HE.G.I ATI;X;X
03604;RT 051900880-01 HE.G.I APO;X;X
03605;RT 051911488-01 26,05% AT;X;X
03606;RT 051911488-01 26,05% APOS;X;X
03607;RT 5391165801 26,05 26,06 84,3;X;X
03608;RT 5391165801 26,05 26,06 84,3;X;X
03609;RT 0518861982-01 IN.H.EX ATI;X;X
03610;RT 051861982-01 INC.H.EX AP;X;X
03611;RT 052861962-01 AJ.CUST ATI;X;X
03612;RT 052861962-01 AJ.CUST. APO;X;X
03613;RT 052901160-01 TITULA ATIVO;X;X
03614;RT 052901160-01 TITULA APOSE;X;X
03615;RT 053910807-01 ENQ ATIVO;X;X
03616;RT 053910807-01 ENQ APOS;X;X
03617;RT 051851102-01 H.EX ATIVO;X;X
03618;RT 051851102-01 H.EX APOS;X;X
03619;RT 052851226-01 H.EX ATIVO;X;X
03620;RT 052851226-01 H.EX APOS;X;X
03621;RT 00890131201    26,05% AT;X;X
03622;RT 00890131201    26,05% APOS;X;X
03623;RT 936354-5 CON.T.SERVICO ATI;X;X
03624;RT 936354-5 CON.T.SERVICO APO;X;X
03625;RT 1069/90 26,05% - ATIVO;X;X
03626;RT 1069/90-26,05%  APOSENT;X;X
03627;RT 1481/90 70,28% ATIVO;X;X
03628;RT 1481/90 70,28% APOSENTADO;X;X
03629;RT 868/90 60% ATIVO;X;X
03630;RT 868/90 60% APOSENTADO;X;X
03631;RT 145/90 26,05% ATIVO;X;X
03632;RT 145/90 26,05% APOSENTADO;X;X
03633;RT 2685/90 26,05% ATIVO;X;X
03634;RT 2685/90 26,05% APOSENTADO;X;X
03635;RT 1097/89 PCCS ATIVO;X;X
03636;RT 1097/89 PCCS APOSENTADO;X;X
03637;RT 1059/89 26,05%  ATIVO;X;X
03638;RT 1059/89 26,05%  APOSENT;X;X
03639;RT 4240/89 PCCS ATIVO;X;X
03640;RT 4240/89 PCCS APOSENTADO;X;X
03641;RT 051851550-01 H.EXT. ATIVO;X;X
03642;RT 051851550-01 H.EXT. APOS;X;X
03643;RT 052881172-01 H.EXT. ATIVO;X;X
03644;RT 052881172-01 H.EXT. APOSE;X;X
03645;RT 051880872_01  26,05% ATIVO;X;X
03646;RT 051880872_01   26,05% APOS;X;X
03647;RT 051860334-01 H.EXT. ATIVO;X;X
03648;RT 051860334-01 H.EXT. APOS;X;X
03649;RT 051880096-01 H.EXT. ATIVO;X;X
03650;RT 051880096-01 H.EXT APOSEN;X;X
03651;RT 052880339-01 D.S INSAL.AT;X;X
03652;RT 052880339-01 D.S INSAL. AP;X;X
03653;RT 052911439-01 26,05% ATIVO;X;X
03654;RT 052911439-01 26,05% APOS;X;X
03655;RT 1575/89  26,05%  ATIVO;X;X
03656;RT 1575/89 26,05% - AP;X;X
03657;RT 1042/89 PCCS - AT;X;X
03658;RT 1042/89 PCCS - AP;X;X
03659;RT 1423/89 PCCS - AT;X;X
03660;RT 1423/89 PCCS - AP;X;X
03661;RT 1571/89 PCCS - AT;X;X
03662;RT 1571/89 PCCS - AP;X;X
03663;RT 1736/89 PCCS - AT;X;X
03664;RT 1736/89 PCCS - AP;X;X
03665;RT 1400/89 PCCS - AT;X;X
03666;RT 1400/89 PCCS - AP;X;X
03667;RT 4240/89 PCCS - AT;X;X
03668;RT 4240/89 PCCS - AP;X;X
03669;RT 3508/89 PCCS - AT;X;X
03670;RT 3508/89 PCCS - AP;X;X
03671;RT 268/91 -  26,05% - AT;X;X
03672;RT 268/91 -  26,05% - AP;X;X
03673;RT 351/90 PCCS - AT;X;X
03674;RT 351/90 PCCS - AP;X;X
03675;RT 036/89 PCCS - AT;X;X
03676;RT 036/89 PCCS - AP;X;X
03677;RT 1096/89 -  26,05% - AT;X;X
03678;RT 1096/89 -  26,05% - AP;X;X
03679;RT 1472/89 PCCS - AT;X;X
03680;RT 1472/89 PCCS - AP;X;X
03681;RT 402/89 PCCS - AT;X;X
03682;RT 402/89 PCCS - AP;X;X
03683;RT 1076/89 -  15,75% - AT;X;X
03684;RT 1076/89 -  15,75% - AP;X;X
03685;RT 1425/89 PCCS - AT;X;X
03686;RT 1425/89 PCCS - AP;X;X
03687;RT 1132/89 -  26,05% - AT;X;X
03688;RT 1132/89 -  26,05% - AP;X;X
03689;RT 1703/89 -  26,05% - AT;X;X
03690;RT 1703/89 -  26,05% - AP;X;X
03691;RT 1342/89 -  26,05% - AT;X;X
03692;RT 1342/89 -  26,05% - AP;X;X
03693;RT 1818/90 -  26,05% - AT;X;X
03694;RT 1818/90 -  26,05% - AP;X;X
03695;RT 1094/89 PCCS 7686/88 - AT;X;X
03696;RT 1094/89 PCCS 7686/88 - AP;X;X
03697;RT 243/91 26,05%  ATIVO;X;X
03698;RT 243/91 26,05%  APOSEN;X;X
03699;RT 320/89 -  26,05% - AT;X;X
03700;RT 320/89 -  26,05% - AP;X;X
03701;RT 2012/89 PCCS 7686/88 - AT;X;X
03702;RT 2012/89 PCCS 7686/88 - AP;X;X
03703;RT 1146/89 -  26,05% - AT;X;X
03704;RT 1146/89 -  26,05% - AP;X;X
03705;RT 676/89 PCCS 7686/88 - AT;X;X
03706;RT 676/89 PCCS 7686/88 - AP;X;X
03707;RT 400/89 PCCS 7686/88 - AT;X;X
03708;RT 400/89 PCCS 7686/88 - AP;X;X
03709;RT 1736/89 PCCS 7686/88 - AT;X;X
03710;RT 1736/89 PCCS 7686/88 - AP;X;X
03711;RT 1712/89 26,05% 7686/88 - AT;X;X
03712;RT 1712/89 26,05% 7686/88 - AP;X;X
03713;RT 1076/89 PCCS 7686/88 - AT;X;X
03714;RT 1076/89 PCCS 7686/88 - AP;X;X
03715;RT 1423/89 PCCS 7686/88 - AT;X;X
03716;RT 1423/89 PCCS 7686/88 - AP;X;X
03717;RT 1004/89 PCCS 7686/88 - AT;X;X
03718;RT 1004/89 PCCS 7686/88 - AP;X;X
03719;RT 768/89 PCCS 7686/88 - AT;X;X
03720;RT 768/89 PCCS 7686/88 - AP;X;X
03721;RT 354/90 PCCS 7686/88 - AT;X;X
03722;RT 354/90 PCCS 7686/88 - AP;X;X
03723;RT 280/94 PCCS 7686/88 - AT;X;X
03724;RT 280/94 PCCS 7686/88 - AP;X;X
03725;RT 1457/89 PCCS 7686/88 - AT;X;X
03726;RT 1457/89 PCCS 7686/88 - AP;X;X
03727;RT 1112/89 PCCS 7686/88 - AT;X;X
03728;RT 1112/89 PCCS 7686/88 - AP;X;X
03729;RT 1439/89 PCCS 7686/88 - AT;X;X
03730;RT 1439/89 PCCS 7686/88 - AP;X;X
03731;RT 904/89 PCCS 7686/88 - AT;X;X
03732;RT 904/89 PCCS 7686/88 - AP;X;X
03733;RT 1463/89 PCCS 7686/88 - AT;X;X
03734;RT 1463/89 PCCS 7686/88 - AP;X;X
03735;RT 445/91 26,05% 84,32% 30% AT;X;X
03736;RT 445/91 26,05% 84,32% 30% AP;X;X
03737;RT 776/87 GRAT. 1/3 VENC. - AT;X;X
03738;RT 776/87 GRAT. 1/3 VENC. - AP;X;X
03739;RT 97/88 - GRAT.1/3 VENC. - AT;X;X
03740;RT 097/88 - GRAT.1/3 VENC.- AP;X;X
03741;RT 931/87 - GRAT.1/3 VENC - AT;X;X
03742;RT 931/87 - GRAT.1/3 VENC - AP;X;X
03743;RT 015/93 -  26,05% - AT;X;X
03744;RT 015/93 -  26,05% - AP;X;X
03745;RT 1069/90  26,05% - AT;X;X
03746;RT 1069/90  26,05%  AP;X;X
03747;RT 894/91 - 26,05% - AT;X;X
03748;RT 894/91 - 26,05% - AP;X;X
03749;RT 1116/90 - 26,05%, 26,06% AT;X;X
03750;RT 1116/90 26,05%, 26,06% - AP;X;X
03751;RT 371/90 - 26,06% - AT;X;X
03752;RT 371/90 - 26,06% - AP;X;X
03753;RT 1481/90 - 70,28% - AT;X;X
03754;RT 1481/90 - 70,28% - AP;X;X
03755;RT 285/90 - 70,28% - AT;X;X
03756;RT 285/90 - 70,28% - AP;X;X
03757;RT 782/90 - 70,28% - AT;X;X
03758;RT 782/90 - 70,28% - AP;X;X
03759;RT 2062/89 - PCCS - AT;X;X
03760;RT 2062/90 - PCCS - AP;X;X
03761;RT 1587/89 - PCCS - AT;X;X
03762;RT 1587/89 - PCCS - AP;X;X
03763;RT 2057/89 -  26,05% - AT;X;X
03764;RT 2057/89 - 26,05% - AP;X;X
03765;RT 240/89 26,06% - AT;X;X
03766;RT 240/89 - 26,06% - AP;X;X
03767;RT 1200/89 -  26,05% - AT;X;X
03768;RT 1200/89 -  26,05% - AP;X;X
03769;RT 1095/89 - PCCS - AT;X;X
03770;RT 1095/89 - PCCS - AP;X;X
03771;RT 1586/89 - 26,05% - AT;X;X
03772;RT 1586/89 -  26,05% - AP;X;X
03773;RT 1703/89 - PCCS - AT;X;X
03774;RT 1703/89 - PCCS - AP;X;X
03775;RT 242/89 - QUINQUENIOS AT;X;X
03776;RT 242/89 - QUINQUENIOS APOS;;
03777;RT 1654/89 - PCCS - AT;X;X
03778;RT 1654/89 - PCCS - AP;X;X
03779;RT 3508/89 - PCCS - AT;X;X
03780;RT 3508/89 - PCCS - AP;X;X
03781;RT 859/89 - PCCS - AT;X;X
03782;RT 859/89 - PCCS - AP;X;X
03783;RT 1370/89 - INC. V.L.GRAT. AT;X;X
03784;RT 1370/89 - INC. V.L.GRAT. AP;X;X
03785;MC 9211880-1 45% - AT;X;X
03786;MC 920011880-1 45% - AP;X;X
03787;MC 9225288-5 84,32% - AT;X;X
03788;MC 9225288-5 84,32% - AP;X;X
03789;AC 92178642    45% - AT;X;X
03790;AC 92178642    45% - AP;X;X
03791;RT 1025/89 - PCCS - AT;X;X
03792;RT 1025/89 - PCCS - AP;X;X
03793;RT 1504/89-26,05% - AT;X;X
03794;RT 1504/89-26,05% - AP;X;X
03795;RT 844/89 - PCCS - AT;X;X
03796;RT 844/89 - PCCS - AP;X;X
03797;RT 1125/91-25,06%, 25,06% -AT;X;X
03798;RT 1125/91 - 25,05%,25,06% -AP;X;X
03799;MC 92101354-0 - 84,32% - AT;X;X
03800;MC 92101354-0 - 84,32% - AP;X;X
03801;MC 92101204 - 84,32% - AT;X;X
03802;MC 92101204 - 84,32% - AP;X;X
03803;AO 7003269 - QUINQUENIOS AT;;
03804;AO 7003269 - QUINQUENIOS APOS;;
03805;MC 91111375-5 - 84,32% - AT;X;X
03806;MC 91111375-5 - 84,32% - AP;X;X
03807;MC 9219945-3 - 84,32% - AT;X;X
03808;MC 9219945-3 - 84,32% - AP;X;X
03809;MC 92101385-0 - 84,32% - AT;X;X
03810;MC 92101385-0 - 84,32% - AP;X;X
03811;MC 9226997-4 - 84,32% - AT;X;X
03812;MC 9226997-4 - 84,32% - AP;X;X
03813;MC 92101388-4 - 84,32% - AT;X;X
03814;MC 92101388-4 - 84,32% - AP;X;X
03815;MC 92100766-3 - 45% - AT;X;X
03816;MC 92100766-3 - 45% - AP;X;X
03817;MC 92100504-0 - 84,32% - AT;X;X
03818;MC 92100504-0 - 84,32% - AP;X;X
03819;MC 921013507 - 84,32% - AT;X;X
03820;MC 921013507 - 84,32% - AP;X;X
03821;MC 9245081-4- 84,32% - AT;X;X
03822;MC 9245081-4 - 84,32% - AP;X;X
03823;AO 105/84 - LEI 6732/79 - AT;X;X
03824;AO 105/84 - LEI 6732/79 - AP;X;X
03825;RT 810/89 - PCCS - AT;X;X
03826;RT 810/89 - PCCS - AP;X;X
03827;RT 825/89 - PCCS - AT;X;X
03828;RT 825/89 - PCCS - AP;X;X
03829;RT 801/89 - PCCS - AT;X;X
03830;RT 801/89 - PCCS - AP;X;X
03831;RT 1098/89 - PCCS - AT;X;X
03832;RT 1098/89 - PCCS - AP;X;X
03833;RT 58272 - PCCS - AT;X;X
03834;RT 58272 - PCCS - AP;X;X
03835;RT 689/78 - PRODUTIV. - AT;X;X
03836;RT 689/78 - PRODUTIV. AP;X;X
03837;RT 896/89 - PCCS - AT;X;X
03838;RT 896/89 - PCCS - AP;X;X
03839;RT 210/89 - PCCS - AT;X;X
03840;RT 210/89 - PCCS - AP;X;X
03841;RT 2236/89 - PCCS - AT;X;X
03842;RT 2236/89 - PCCS - AP;X;X
03843;RT 1116/89 - PCCS - AT;X;X
03844;RT 1116/89 - PCCS - AP;X;X
03845;RT 905 - PCCS - AT;X;X
03846;RT 905 - PCCS - AP;X;X
03847;RT 1627/89 - PCCS - AT;X;X
03848;RT 1627/89 - PCCS - AP;X;X
03849;RT 1772/89 - PCCS - AT;X;X
03850;RT 1772/89 - PCCS - AP;X;X
03851;RT 1629/89 - PCCS - AT;X;X
03852;RT 1629/89 - PCCS - AP;X;X
03853;AO 8910950-2 26,06% ATIVO;X;X
03854;AO 8910950-2 26,06% APOS;X;X
03855;RT 993/91 - 26,06% - AT;X;X
03856;RT 993/91 - 26,06% - AP;X;X
03857;MC 2703/89 - 26,05% - AT;X;X
03858;MC 2703/89 - 26,05% - AP;X;X
03859;RT 934/91 - 03 26,06% - AT;X;X
03860;RT 934/91-03 - 26,06% - AP;X;X
03861;RT 883/90 - 60% - AT;X;X
03862;RT 883/90 - 60% - AP;X;X
03863;RT 782/90 - 70,28% - AT;X;X
03864;RT 782/90 - 70,28% - AP;X;X
03865;RT 8924344-6 - 80% - AT;X;X
03866;RT 8924344-6 - 80% - AP;X;X
03867;RT 1941/89 - 26,05% - AT;X;X
03868;RT 1941/89 - 26,05% - AP;X;X
03869;RT 822/90 - 60% - AT;X;X
03870;RT 822/90 - 60% - AP;X;X
03871;RT 285/90 - 70,28% - AT;X;X
03872;RT 285/90 - 70,28% - AP;X;X
03873;RT 7390459 - 80% - AT;X;X
03874;RT 7390459 - 80% - AP;X;X
03875;RT 515/91-31 84,32 25,05 25,06;X;X
03876;RT 515/91-31 84,32 25,06 25,05;X;X
03877;RT 19969233-84 32/25,05 25,06%;X;X
03878;RT 19969233-84 32/25,06 25,05%;X;X
03879;RT 19849231-84 32/26,06 26,05%;X;X
03880;RT 19849231-84 32/26,06 26,05%;X;X
03881;RT 13989130-84 32/26,06 26,05%;X;X
03882;RT 1989130-84 32/26,06 26,05%;X;X
03883;RT 182913184-32 26,05%  26,05%;X;X
03884;RT 182913184-32 26,05%;X;X
03885;RT 1711913-84,32/26,05,26,06%;X;X
03886;RT 1711913-84,32/26,06,26,05%;X;X
03887;RT 7039117  84,32/26,05 26,06%;X;X
03888;RT 7039117  84,32/26,05,26,06%;X;X
03889;RT 30039236 84,32/26,05,26,06%;X;X
03890;RT 30039236 84,32/26,05/26,05%;X;X
03891;RT 181911 84,32/26,05/26,06%;X;X
03892;RT 181911 84,32/26,05/26,06%;X;X
03893;RT 20019235-84,32/26,05/26,06;X;X
03894;RT 20019235-84,32/26,05/26,06%;X;X
03895;RT 7779129  84,32/26,05/26,06%;X;X
03896;RT 7779129  84,32/26,05,26,06;X;X
03897;RT 1089228  84,32/26,05/26,06%;X;X
03898;RT 1089228  84,32/26,05/26,06%;X;X
03899;RT 525/90 GRAT.RISCO VIDA - AT;X;X
03900;RT 525/90 GRAT.RISCO VIDA - AP;X;X
03901;RT 327/9218  84,32/26,05/26,06;X;X
03902;RT 327/9218  84,32/26,05/26,06;X;X
03903;RT 9839138 84,32/26,05/26,06%;X;X
03904;RT 9839138  84,32/26,05/26,06;X;X
03905;9849124_84   32/26,05/26,06%;X;X
03906;MS 9849124-84,32/26,05%/26,06%;X;X
03907;MC 9210218-2 - 45% - AT;X;X
03908;MC 9210218-2 - 45% - AP;X;X
03909;AC 9220543-7 - 84,32% - AT;X;X
03910;AC 9220543-7 - 84,32% - AP;X;X
03911;MC 91118361-3 - 84,32% - AT;X;X
03912;MC 91118361-3 - 84,32% - AP;X;X
03913;MC 9131786-1 - 84,32% - AT;X;X
03914;MC 9131786-1 - 84,32% - AP;X;X
